HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"","6","Having an outside diameter less than <il>215.9 mm</il>:","","","","","",""
"7304.29.20.10","7","Having a wall thickness less than <il>12.7 mm</il>","[""kg""]","","","","",""
"7304.29.20.20","7","Having a wall thickness of <il>12.7 mm</il> or more","[""kg""]","","","","",""
"","6","Having an outside diameter of <il>215.9 mm</il> or more but not exceeding <il>285.8 mm</il>:","","","","","",""
"7304.29.20.30","7","Having a wall thickness less than <il>12.7 mm</il>","[""kg""]","","","","",""
"7304.29.20.40","7","Having a wall thickness of <il>12.7 mm</il> or more","[""kg""]","","","","",""
"","6","Having an outside diameter exceeding <il>285.8 mm</il> but not exceeding <il>406.4 mm</il>:","","","","","",""
"7304.29.20.50","7","Having a wall thickness less than <il>12.7 mm</il>","[""kg""]","","","","",""
"7304.29.20.60","7","Having a wall thickness of <il>12.7 mm</il> or more","[""kg""]","","","","",""
"7304.29.20.80","6","Having an outside diameter exceeding <il>406.4 mm</il>","[""kg""]","","","","",""
"","4","Of other alloy steel:","","","","","",""
"7304.29.31","5","Threaded or coupled","","Free","","28%","",""
"","6","Having an outside diameter less than <il>215.9 mm</il>:","","","","","",""
"7304.29.31.10","7","Having a wall thickness less than <il>12.7 mm</il>","[""kg""]","","","","",""
"7304.29.31.20","7","Having a wall thickness of <il>12.7 mm</il> or more","[""kg""]","","","","",""
"","6","Having an outside diameter of <il>215.9 mm</il> or more but not exceeding <il>285.8 mm</il>:","","","","","",""
"7304.29.31.30","7","Having a wall thickness less than <il>12.7 mm</il>","[""kg""]","","","","",""
"7304.29.31.40","7","Having a wall thickness of <il>12.7 mm</il> or more","[""kg""]","","","","",""
"","6","Having an outside diameter exceeding <il>285.8 mm</il> but not exceeding <il>406.4 mm</il>:","","","","","",""
"7304.29.31.50","7","Having a wall thickness less than <il>12.7 mm</il>","[""kg""]","","","","",""
"7304.29.31.60","7","Having a wall thickness of <il>12.7 mm</il> or more","[""kg""]","","","","",""
"7304.29.31.80","6","Having an outside diameter exceeding <il>406.4 mm</il>","[""kg""]","","","","",""
"7304.29.41","5","Other","","Free","","8.5%","",""
"","6","Having an outside diameter less than <il>215.9 mm</il>:","","","","","",""
"7304.29.41.10","7","Having a wall thickness less than <il>12.7 mm</il>","[""kg""]","","","","",""
"7304.29.41.20","7","Having a wall thickness of <il>12.7 mm</il> or more","[""kg""]","","","","",""
"","6","Having an outside diameter of <il>215.9 mm</il> or more but not exceeding <il>285.8 mm</il>:","","","","","",""
"7304.29.41.30","7","Having a wall thickness less than <il>12.7 mm</il>","[""kg""]","","","","",""
"7304.29.41.40","7","Having a wall thickness of <il>12.7 mm</il> or more","[""kg""]","","","","",""
"","6","Having an outside diameter exceeding <il>285.8 mm</il> but not exceeding <il>406.4 mm</il>:","","","","","",""
"7304.29.41.50","7","Having a wall thickness less than <il>12.7 mm</il>","[""kg""]","","","","",""
"7304.29.41.60","7","Having a wall thickness of <il>12.7 mm</il> or more","[""kg""]","","","","",""
"7304.29.41.80","6","Having an outside diameter exceeding <il>406.4 mm</il>","[""kg""]","","","","",""
"","3","Tubing:","","","","","",""
"7304.29.50","4","Of iron or nonalloy steel","","Free","","25%","",""
"","5","Having an outside diameter not exceeding <il>114.3 mm</il>:","","","","","",""
"7304.29.50.15","6","Having a wall thickness not exceeding <il>9.5 mm</il>","[""kg""]","","","","",""
"7304.29.50.30","6","Having a wall thickness exceeding <il>9.5 mm</il>","[""kg""]","","","","",""
"7304.29.50.45","5","Having an outside diameter exceeding <il>114.3 mm</il> but less than <il>215.9 mm</il>","[""kg""]","","","","",""
"7304.29.50.60","5","Having an outside diameter of <il>215.9 mm</il> or more but not exceeding <il>406.4 mm</il>","[""kg""]","","","","",""
"7304.29.50.75","5","Having an outside diameter exceeding <il>406.4 mm</il>","[""kg""]","","","","",""
"7304.29.61","4","Of other alloy steel","","Free","","35%","",""
"","5","Having an outside diameter not exceeding <il>114.3 mm</il>:","","","","","",""
"7304.29.61.15","6","Having a wall thickness not exceeding <il>9.5 mm</il>","[""kg""]","","","","",""
"7304.29.61.30","6","Having a wall thickness exceeding <il>9.5 mm</il>","[""kg""]","","","","",""
"7304.29.61.45","5","Having an outside diameter exceeding <il>114.3 mm</il> but less than <il>215.9 mm</il>","[""kg""]","","","","",""
"7304.29.61.60","5","Having an outside diameter of <il>215.9 mm</il> or more but not exceeding <il>406.4 mm</il>","[""kg""]","","","","",""
"7304.29.61.75","5","Having an outside diameter exceeding <il>406.4 mm</il>","[""kg""]","","","","",""
"","1","Other, of circular cross section, of iron or nonalloy steel:","","","","","",""
"7304.31","2","Cold-drawn or cold-rolled (cold-reduced):","","","","","",""
"7304.31.30.00","3","Hollow bars","[""kg""]","Free","","22%","",""
"7304.31.60","3","Other","","Free","","25%","",""
"7304.31.60.10","4","Suitable for use in boilers, superheaters, heat exchangers, condensers, refining furnaces and feedwater heaters","[""kg""]","","","","",""
"7304.31.60.50","4","Other","[""kg""]","","","","",""
"7304.39.00","2","Other","","Free","","25%","",""
"","3","Suitable for use in boilers, superheaters, heat exchangers, condensers, refining furnaces and feedwater heaters:","","","","","",""
"7304.39.00.02","4","Having an outside diameter less than <il>38.1 mm</il>","[""kg""]","","","","",""
"7304.39.00.04","4","Having an outside diameter of <il>38.1 mm</il> or more but less than 190.5 mm","[""kg""]","","","","",""
"7304.39.00.06","4","Having an outside diameter of <il>190.5 mm</il> or more but not exceeding <il>285.8 mm</il>","[""kg""]","","","","",""
"7304.39.00.08","4","Having an outside diameter exceeding <il>285.8 mm</il>","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"7304.39.00.16","4","Galvanized, having an outside diameter not exceeding <il>114.3 mm</il>","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"7304.39.00.20","5","Having an outside diameter less than <il>38.1 mm</il>","[""kg""]","","","","",""
"","5","Having an outside diameter of <il>38.1 mm</il> or more but not exceeding <il>114.3 mm</il>:","","","","","",""
"7304.39.00.24","6","Having a wall thickness less than <il>6.4 mm</il>","[""kg""]","","","","",""
"7304.39.00.28","6","Having a wall thickness of <il>6.4 mm</il> or more but not exceeding <il>12.7 mm</il>","[""kg""]","","","","",""
"7304.39.00.32","6","Having a wall thickness exceeding <il>12.7 mm</il>","[""kg""]","","","","",""
"","5","Having an outside diameter exceeding <il>114.3 mm</il> but less than <il>190.5 mm:</il>","","","","","",""
"7304.39.00.36","6","Having a wall thickness less than <il>12.7 mm</il>","[""kg""]","","","","",""
"7304.39.00.40","6","Having a wall thickness of <il>12.7 mm</il> or more but less than <il>19 mm</il>","[""kg""]","","","","",""
"7304.39.00.44","6","Having a wall thickness of <il>19 mm</il> or more","[""kg""]","","","","",""
"","5","Having an outside diameter of <il>190.5 mm</il> or more but not exceeding <il>285.8 mm</il>:","","","","","",""
"7304.39.00.48","6","Having a wall thickness less than <il>12.7 mm</il>","[""kg""]","","","","",""
"7304.39.00.52","6","Having a wall thickness of <il>12.7 mm</il> or more but less than <il>19 mm</il>","[""kg""]","","","","",""
"7304.39.00.56","6","Having a wall thickness of <il>19 mm</il> or more","[""kg""]","","","","",""
"","5","Having an outside diameter exceeding <il>285.8 mm</il> but not exceeding <il>406.4 mm</il>:","","","","","",""
"7304.39.00.62","6","Having a wall thickness less than <il>12.7 mm</il>","[""kg""]","","","","",""
"7304.39.00.68","6","Having a wall thickness of <il>12.7 mm</il> or more but less than <il>19 mm</il>","[""kg""]","","","","",""
"7304.39.00.72","6","Having a wall thickness of <il>19 mm</il> or more","[""kg""]","","","","",""
"","5","Having an outside diameter exceeding <il>406.4 mm</il>:","","","","","",""
"7304.39.00.76","6","Having a wall thickness less than <il>19 mm</il>","[""kg""]","","","","",""
"7304.39.00.80","6","Having a wall thickness of <il>19 mm</il> or more","[""kg""]","","","","",""
"","1","Other, of circular cross section, of stainless steel:","","","","","",""
"7304.41","2","Cold-drawn or cold-rolled (cold-reduced):","","","","","",""
"7304.41.30","3","Of an external diameter of less than <il>19 mm</il>","","Free","","36%","",""
"7304.41.30.05","4","Of high-nickel alloy steel","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"7304.41.30.15","5","Suitable for use in boilers, superheaters, heat exchangers, condensers, refining furnaces and feedwater heaters","[""kg""]","","","","",""
"7304.41.30.45","5","Other","[""kg""]","","","","",""
"7304.41.60","3","Other","","Free","","36%","",""
"7304.41.60.05","4","Of high-nickel alloy steel","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"7304.41.60.15","5","Suitable for use in boilers, superheaters, heat exchangers, condensers, refining furnaces and feedwater heaters","[""kg""]","","","","",""
"7304.41.60.45","5","Other","[""kg""]","","","","",""
"7304.49.00","2","Other","","Free","","36%","",""
"7304.49.00.05","3","Of high-nickel alloy steel","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"7304.49.00.15","4","Hollow bars","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"7304.49.00.45","5","Suitable for use in boilers, superheaters, heat exchangers, condensers, refining furnaces and feedwater heaters","[""kg""]","","","","",""
"7304.49.00.60","5","Other","[""kg""]","","","","",""
"","1","Other, of circular cross section, of other alloy steel:","","","","","",""
"7304.51","2","Cold-drawn or cold-rolled (cold-reduced):","","","","","",""
"7304.51.10.00","3","Suitable for use in the manufacture of ball or roller bearings","[""kg""]","Free","","34%","",""
"7304.51.50","3","Other","","Free","","35%","",""
"7304.51.50.05","4","Of high-nickel alloy steel","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"","5","Suitable for use in boilers, superheaters, heat exchangers, condensers, refining furnaces and feedwater heaters:","","","","","",""
"7304.51.50.15","6","Of heat-resisting steel","[""kg""]","","","","",""
"7304.51.50.45","6","Other","[""kg""]","","","","",""
"7304.51.50.60","5","Other","[""kg""]","","","","",""
"7304.59","2","Other:","","","","","",""
"7304.59.10.00","3","Suitable for use in the manufacture of ball or roller bearings","[""kg""]","Free","","34%","",""
"","3","Other:","","","","","",""
"7304.59.20","4","Suitable for use in boilers, superheaters, heat exchangers, condensers, refining furnaces and feedwater heaters","","Free","","35%","",""
"7304.59.20.30","5","Of heat-resisting steel","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"7304.59.20.40","6","Having an outside diameter less than <il>38.1 mm</il>","[""kg""]","","","","",""
"7304.59.20.45","6","Having an outside diameter of <il>38.1 mm</il> or more but not exceeding <il>114.3 mm</il>","[""kg""]","","","","",""
"7304.59.20.55","6","Having an outside diameter exceeding <il>114.3 mm</il> but less than <il>190.5 mm</il>","[""kg""]","","","","",""
"7304.59.20.60","6","Having an outside diameter of <il>190.5 mm</il> or more but not exceeding <il>285.8 mm</il>","[""kg""]","","","","",""
"7304.59.20.70","6","Having an outside diameter exceeding <il>285.8 mm</il> but not exceeding <il>406.4 mm</il>","[""kg""]","","","","",""
"7304.59.20.80","6","Having an outside diameter exceeding <il>406.4 mm</il>","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"7304.59.60.00","5","Of heat-resisting steel","[""kg""]","Free","","36%","",""
"7304.59.80","5","Other","","Free","","35%","",""
"7304.59.80.10","6","Having an outside diameter less than <il>38.1 mm</il>","[""kg""]","","","","",""
"","6","Having an outside diameter of <il>38.1 mm</il> or more but not exceeding <il>114.3 mm</il>:","","","","","",""
"7304.59.80.15","7","Having a wall thickness less than <il>6.4 mm</il>","[""kg""]","","","","",""
"7304.59.80.20","7","Having a wall thickness of <il>6.4 mm</il> or more but not exceeding <il>12.7 mm</il>","[""kg""]","","","","",""
"7304.59.80.25","7","Having a wall thickness exceeding <il>12.7 mm</il>","[""kg""]","","","","",""
"","6","Having an outside diameter exceeding <il>114.3 mm</il> but less than <il>190.5 mm:</il>","","","","","",""
"7304.59.80.30","7","Having a wall thickness less than <il>12.7 mm</il>","[""kg""]","","","","",""
"7304.59.80.35","7","Having a wall thickness of <il>12.7 mm</il> or more but less than <il>19 mm</il>","[""kg""]","","","","",""
"7304.59.80.40","7","Having a wall thickness of <il>19 mm</il> or more","[""kg""]","","","","",""
"","6","Having an outside diameter of <il>190.5 mm</il> or more but not exceeding <il>285.8 mm</il>:","","","","","",""
"7304.59.80.45","7","Having a wall thickness less than <il>12.7 mm</il>","[""kg""]","","","","",""
"7304.59.80.50","7","Having a wall thickness of <il>12.7 mm</il> or more but less than <il>19 mm</il>","[""kg""]","","","","",""
"7304.59.80.55","7","Having a wall thickness of <il>19 mm</il> or more","[""kg""]","","","","",""
"","6","Having an outside diameter exceeding <il>285.8 mm</il> but not exceeding <il>406.4 mm</il>:","","","","","",""
"7304.59.80.60","7","Having a wall thickness less than <il>12.7 mm</il>","[""kg""]","","","","",""
"7304.59.80.65","7","Having a wall thickness of <il>12.7 mm</il> or more but less than <il>19 mm</il>","[""kg""]","","","","",""
"7304.59.80.70","7","Having a wall thickness of <il>19 mm</il> or more","[""kg""]","","","","",""
"7304.59.80.80","6","Having an outside diameter exceeding <il>406.4 mm</il>","[""kg""]","","","","",""
"7304.90","1","Other:","","","","","",""
"","2","Having a wall thickness of 4 mm or more:","","","","","",""
"7304.90.10.00","3","Of iron or nonalloy steel","[""kg""]","Free","","1%","",""
"7304.90.30.00","3","Of alloy steel","[""kg""]","Free","","8.5%","",""
"","2","Having a wall thickness of less than <il>4 mm:</il>","","","","","",""
"7304.90.50.00","3","Of iron or nonalloy steel","[""kg""]","Free","","25%","",""
"7304.90.70.00","3","Of alloy steel","[""kg""]","Free","","35%","",""
"7305","0","Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross sections, the external diameter of which exceeds <il>406.4 mm</il>, of iron or steel:","","","","","",""
"","1","Line pipe of a kind used for oil or gas pipelines:","","","","","",""
"7305.11","2","Longitudinally submerged arc welded:","","","","","",""
"7305.11.10","3","Of iron or nonalloy steel","","Free","","5.5%","",""
"7305.11.10.30","4","With an external diameter exceeding <il>406.4 mm</il> but not exceeding <il>609.6 mm</il>","[""kg""]","","","","",""
"7305.11.10.60","4","With an external diameter exceeding <il>609.6 mm</il>","[""kg""]","","","","",""
"7305.11.50.00","3","Of alloy steel","[""kg""]","Free","","10%","",""
"7305.12","2","Other, longitudinally welded:","","","","","",""
"7305.12.10","3","Of iron or nonalloy steel","","Free","","5.5%","",""
"7305.12.10.30","4","With an external diameter exceeding <il>406.4 mm</il> but not exceeding <il>609.6 mm</il>","[""kg""]","","","","",""
"7305.12.10.60","4","With an external diameter exceeding <il>609.6 mm</il>","[""kg""]","","","","",""
"7305.12.50.00","3","Of alloy steel","[""kg""]","Free","","10%","",""
"7305.19","2","Other:","","","","","",""
"7305.19.10","3","Of iron or nonalloy steel","","Free","","5.5%","",""
"7305.19.10.30","4","With an external diameter exceeding <il>406.4 mm</il> but not exceeding <il>609.6 mm</il>","[""kg""]","","","","",""
"7305.19.10.60","4","With an external diameter exceeding <il>609.6 mm</il>","[""kg""]","","","","",""
"7305.19.50.00","3","Of alloy steel","[""kg""]","Free","","10%","",""
"7305.20","1","Casing of a kind used in drilling for oil or gas:","","","","","",""
"","2","Of iron or nonalloy steel:","","","","","",""
"7305.20.20.00","3","Threaded or coupled","[""kg""]","Free","","20%","",""
"7305.20.40.00","3","Other","[""kg""]","Free","","1%","",""
"","2","Of alloy steel:","","","","","",""
"7305.20.60.00","3","Threaded or coupled","[""kg""]","Free","","28%","",""
"7305.20.80.00","3","Other","[""kg""]","Free","","8.5%","",""
"","1","Other, welded:","","","","","",""
"7305.31","2","Longitudinally welded:","","","","","",""
"7305.31.20.00","3","Tapered pipes and tubes of steel principally used as parts of illuminating articles","[""kg""]","Free","","45%","",""
"","3","Other:","","","","","",""
"7305.31.40.00","4","Of iron or nonalloy steel","[""kg""]","Free","","5.5%","",""
"7305.31.60","4","Of alloy steel","","Free","","10%","",""
"7305.31.60.10","5","Of stainless steel","[""kg""]","","","","",""
"7305.31.60.90","5","Other","[""kg""]","","","","",""
"7305.39","2","Other:","","","","","",""
"7305.39.10.00","3","Of iron or nonalloy steel","[""kg""]","Free","","5.5%","",""
"7305.39.50.00","3","Of alloy steel","[""kg""]","Free","","10%","",""
"7305.90","1","Other:","","","","","",""
"7305.90.10.00","2","Of iron or nonalloy steel","[""kg""]","Free","","5.5%","",""
"7305.90.50.00","2","Of alloy steel","[""kg""]","Free","","10%","",""
"7306","0","Other tubes, pipes and hollow profiles (for example, open seamed or welded, riveted or similarly closed), of iron or steel:","","","","","",""
"","1","Line pipe of a kind used for oil or gas pipelines:","","","","","",""
"7306.11.00","2","Welded, of stainless steel","","Free","","10%","",""
"7306.11.00.10","3","With an outside diameter not exceeding <il>114.3 mm</il>","[""kg""]","","","","",""
"7306.11.00.50","3","With an outside diameter exceeding <il>114.3 mm</il>","[""kg""]","","","","",""
"7306.19","2","Other:","","","","","",""
"7306.19.10","3","Of iron or nonalloy steel","","Free","","5.5%","",""
"7306.19.10.10","4","With an outside diameter not exceeding <il>114.3 mm</il>","[""kg""]","","","","",""
"7306.19.10.50","4","With an outside diameter exceeding <il>114.3 mm</il>","[""kg""]","","","","",""
"7306.19.51","3","Of alloy steel","","Free","","10%","",""
"7306.19.51.10","4","With an outside diameter not exceeding <il>114.3 mm</il>","[""kg""]","","","","",""
"7306.19.51.50","4","With an outside diameter exceeding <il>114.3 mm</il>","[""kg""]","","","","",""
"","1","Casing and tubing of a kind used in drilling for oil or gas:","","","","","",""
"7306.21","2","Welded of stainless steel:","","","","","",""
"","3","Casing:","","","","","",""
"7306.21.30.00","4","Threaded or coupled","[""kg""]","Free","","28%","",""
"7306.21.40.00","4","Other","[""kg""]","Free","","8.5%","",""
"7306.21.80","3","Tubing","","Free","","10%","",""
"7306.21.80.10","4","Imported with coupling","[""kg""]","","","","",""
"7306.21.80.50","4","Other","[""kg""]","","","","",""
"7306.29","2","Other:","","","","","",""
"","3","Casing:","","","","","",""
"","4","Of iron or nonalloy steel:","","","","","",""
"7306.29.10","5","Threaded or coupled","","Free","","20%","",""
"7306.29.10.30","6","Imported with coupling","[""kg""]","","","","",""
"7306.29.10.90","6","Other","[""kg""]","","","","",""
"7306.29.20.00","5","Other","[""kg""]","Free","","1%","",""
"","4","Other:","","","","","",""
"7306.29.31.00","5","Threaded or coupled","[""kg""]","Free","","28%","",""
"7306.29.41.00","5","Other","[""kg""]","Free","","8.5%","",""
"","3","Tubing:","","","","","",""
"7306.29.60","4","Of iron or nonalloy steel","","Free","","5.5%","",""
"7306.29.60.10","5","Imported with coupling","[""kg""]","","","","",""
"7306.29.60.50","5","Other","[""kg""]","","","","",""
"7306.29.81","4","Other","","Free","","10%","",""
"7306.29.81.10","5","Imported with coupling","[""kg""]","","","","",""
"7306.29.81.50","5","Other","[""kg""]","","","","",""
"7306.30","1","Other, welded, of circular cross section, of iron or nonalloy steel:","","","","","",""
"7306.30.10.00","2","Having a wall thickness of less than <il>1.65 mm</il>","[""kg""]","Free","","25%","",""
"","2","Having a wall thickness of <il>1.65 mm</il> or more:","","","","","",""
"7306.30.30.00","3","Tapered steel pipes and tubes principally used as parts of illuminating articles","[""kg""]","Free","","45%","",""
"7306.30.50","3","Other","","Free","","5.5%","",""
"7306.30.50.10","4","Suitable for use in boilers, superheaters, heat exchangers, condensers, refining furnaces and feedwater heaters, whether or not cold drawn","[""kg""]","","","","",""
"7306.30.50.15","4","Other, cold-drawn","[""kg""]","","","","",""
"7306.30.50.20","4","Other, cold-rolled (cold-reduced) with a wall thickness not exceeding <il>2.54 mm</il>","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"","5","With an outside diameter not exceeding <il>114.3 mm</il>:","","","","","",""
"","6","Galvanized:","","","","","",""
"","7","Imported with coupling:","","","","","",""
"7306.30.50.26","8","With an outside diameter not exceeding 50.8 mm","[""kg""]","","","","",""
"7306.30.50.27","8","With an outside diameter exceeding 50.8 mm but not exceeding 114.3 mm","[""kg""]","","","","",""
"7306.30.50.28","7","Internally coated or lined with a non-electrically insulating material, suitable for use as electrical conduit","[""kg""]","","","","",""
"","7","Other:","","","","","",""
"7306.30.50.31","8","With an outside diameter not exceeding 50.8 mm","[""kg""]","","","","",""
"7306.30.50.33","8","With an outside diameter exceeding 50.8 mm but not exceeding 114.3 mm","[""kg""]","","","","",""
"","6","Other:","","","","","",""
"7306.30.50.35","7","Tube and pipe hollows for redrawing","[""kg""]","","","","",""
"","7","Imported with coupling:","","","","","",""
"7306.30.50.41","8","With an outside diameter not exceeding 50.8 mm","[""kg""]","","","","",""
"7306.30.50.43","8","With an outside diameter exceeding 50.8 mm but not exceeding 114.3 mm","[""kg""]","","","","",""
"","7","Other:","","","","","",""
"7306.30.50.56","8","With an outside diameter not exceeding 50.8 mm","[""kg""]","","","","",""
"7306.30.50.57","8","With an outside diameter exceeding 50.8 mm but not exceeding 114.3 mm","[""kg""]","","","","",""
"","5","With an outside diameter exceeding <il>114.3 mm</il> but not exceeding <il>406.4 mm</il>:","","","","","",""
"7306.30.50.85","6","Galvanized","[""kg""]","","","","",""
"7306.30.50.90","6","Other","[""kg""]","","","","",""
"7306.40","1","Other, welded, of circular cross section, of stainless steel:","","","","","",""
"7306.40.10","2","Having a wall thickness of less than <il>1.65 mm</il>","","Free","","36%","",""
"","3","Containing more than 0.5 percent by weight of nickel:","","","","","",""
"7306.40.10.10","4","Containing more than 1.5 percent but less than 5 percent by weight of molybdenum","[""kg""]","","","","",""
"7306.40.10.15","4","Other","[""kg""]","","","","",""
"7306.40.10.90","3","Other","[""kg""]","","","","",""
"7306.40.50","2","Having a wall thickness of <il>1.65 mm</il> or more","","Free","","11%","",""
"7306.40.50.05","3","Of high-nickel alloy steel","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"7306.40.50.15","4","Suitable for use in boilers, superheaters, heat exchangers, condensers, refining furnaces and feedwater heaters, whether or not cold-drawn","[""kg""]","","","","",""
"","4","Other, cold-drawn or cold-rolled (cold- reduced):","","","","","",""
"7306.40.50.40","5","Containing more than 0.5 percent but less than 24 percent by weight of nickel","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"7306.40.50.42","6","Containing less than 15 percent by weight of chromium","[""kg""]","","","","",""
"7306.40.50.44","6","Other","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"","5","With an outside diameter not exceeding <il>114.3 mm</il>:","","","","","",""
"","6","Containing more than 0.5 percent but less than 24 percent by weight of nickel:","","","","","",""
"7306.40.50.62","7","Containing more than 1.5 percent but less than 5 percent by weight of molybdenum","[""kg""]","","","","",""
"7306.40.50.64","7","Other","[""kg""]","","","","",""
"7306.40.50.80","6","Other","[""kg""]","","","","",""
"","5","With an outside diameter exceeding <il>114.3 mm</il> but not exceeding <il>406.4 mm</il>:","","","","","",""
"7306.40.50.85","6","Containing more than 0.5 percent but less than <il>24 percent</il> by weight of nickel","[""kg""]","","","","",""
"7306.40.50.90","6","Other","[""kg""]","","","","",""
"7306.50","1","Other, welded, of circular cross section, of other alloy steel:","","","","","",""
"7306.50.10.00","2","Having a wall thickness of less than <il>1.65 mm</il>","[""kg""]","Free","","35%","",""
"","2","Having a wall thickness of <il>1.65 mm</il> or more:","","","","","",""
"7306.50.30.00","3","Tapered pipes and tubes of steel principally used as parts of illuminating articles","[""kg""]","Free","","45%","",""
"7306.50.50","3","Other","","Free","","10%","",""
"7306.50.50.10","4","Suitable for use in boilers, superheaters, heat exchangers, condensers, refining furnaces and feedwater heaters, whether or not cold-drawn","[""kg""]","","","","",""
"7306.50.50.30","4","Other, cold-drawn or cold-rolled (cold- reduced)","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"7306.50.50.50","5","With an outside diameter not exceeding <il>114.3 mm</il>","[""kg""]","","","","",""
"7306.50.50.70","5","With an outside diameter exceeding <il>114.3 mm</il> but not exceeding <il>406.4 mm</il>","[""kg""]","","","","",""
"","1","Other, welded, of noncircular cross section:","","","","","",""
"7306.61","2","Of square or rectangular cross section:","","","","","",""
"","3","Having a wall thickness of <il>4 mm</il> or more:","","","","","",""
"7306.61.10.00","4","Of iron or nonalloy steel","[""kg""]","Free","","1%","",""
"7306.61.30.00","4","Of alloy steel","[""kg""]","Free","","28%","",""
"","3","Having a wall thickness of less than <il>4 mm:</il>","","","","","",""
"7306.61.50.00","4","Of iron or nonalloy steel","[""kg""]","Free","","25%","",""
"7306.61.70","4","Of alloy steel","","Free","","35%","",""
"7306.61.70.30","5","Of stainless steel","[""kg""]","","","","",""
"7306.61.70.60","5","Other","[""kg""]","","","","",""
"7306.69","2","Of other noncircular cross section:","","","","","",""
"","3","Having a wall thickness of <il>4 mm</il> or more:","","","","","",""
"7306.69.10.00","4","Of iron or nonalloy steel","[""kg""]","Free","","1%","",""
"7306.69.30.00","4","Of alloy steel","[""kg""]","Free","","28%","",""
"","3","Having a wall thickness of less than <il>4 mm:</il>","","","","","",""
"7306.69.50.00","4","Of iron or nonalloy steel","[""kg""]","Free","","25%","",""
"7306.69.70","4","Of alloy steel","","Free","","35%","",""
"7306.69.70.30","5","Of stainless steel","[""kg""]","","","","",""
"7306.69.70.60","5","Other","[""kg""]","","","","",""
"7306.90","1","Other:","","","","","",""
"7306.90.10.00","2","Of iron or nonalloy steel","[""kg""]","Free","","5.5%","",""
"7306.90.50.00","2","Of alloy steel","[""kg""]","Free","","10%","",""
"7307","0","Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:","","","","","",""
"","1","Cast fittings:","","","","","",""
"7307.11.00","2","Of nonmalleable cast iron","","4.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"7307.11.00.30","3","For threaded pipe","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"7307.11.00.45","4","For cast-iron soil pipe","[""kg""]","","","","",""
"7307.11.00.60","4","Other","[""kg""]","","","","",""
"7307.19","2","Other:","","","","","",""
"7307.19.30","3","Ductile fittings","","5.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7307.19.30.40","4","Grooved-end fittings (including grooved couplings)","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"7307.19.30.60","5","Threaded","[""kg""]","","","","",""
"7307.19.30.70","5","With mechanical, push-on (rubber compression) or flanged joints attached","[""kg""]","","","","",""
"7307.19.30.85","5","Other","[""kg""]","","","","",""
"7307.19.90","3","Other","","6.2%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","45%","",""
"7307.19.90.30","4","Unions","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"7307.19.90.40","5","Grooved-end fittings (including grooved couplings)","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"7307.19.90.60","6","Threaded","[""kg""]","","","","",""
"7307.19.90.80","6","Other","[""kg""]","","","","",""
"","1","Other, of stainless steel:","","","","","",""
"7307.21","2","Flanges:","","","","","",""
"7307.21.10.00","3","Not machined, not tooled and not otherwise processed after forging","[""kg""]","3.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","34%","",""
"7307.21.50.00","3","Other","[""kg""]","5.6%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7307.22","2","Threaded elbows, bends and sleeves:","","","","","",""
"7307.22.10.00","3","Sleeves (couplings)","[""kg""]","Free","","45%","",""
"7307.22.50.00","3","Other","[""kg""]","6.2%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7307.23.00","2","Butt welding fittings","","5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7307.23.00.30","3","Not machined, not tooled and not otherwise processed after forming","[""kg""]","","","","",""
