HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"5309.11.00.90","3","Other (810)","[""m²"",""kg""]","","","","",""
"5309.19.00","2","Other","","Free","","40%","",""
"5309.19.00.10","3","Of a width exceeding 127 cm (810)","[""m²"",""kg""]","","","","",""
"5309.19.00.90","3","Other (810)","[""m²"",""kg""]","","","","",""
"","1","Containing less than 85 percent by weight of flax:","","","","","",""
"5309.21","2","Unbleached or bleached:","","","","","",""
"5309.21.20.00","3","Containing more than 17 percent by weight of wool or fine animal hair (410)","[""m²"",""kg""]","14.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P,PA, PE,S,SG)","90%","",""
"","3","Other:","","","","","",""
"5309.21.30","4","Containing cotton and man-made fibers","","6.9%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","78%","",""
"","5","Subject to cotton restraints:","","","","","",""
"5309.21.30.05","6","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5309.21.30.10","6","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5309.21.30.15","6","Printcloth (315)","[""m²"",""kg""]","","","","",""
"5309.21.30.20","6","Other (220)","[""m²"",""kg""]","","","","",""
"","5","Subject to man-made fiber restraints:","","","","","",""
"5309.21.30.55","6","Poplin or broadcloth (614)","[""m²"",""kg""]","","","","",""
"5309.21.30.60","6","Sheeting (613)","[""m²"",""kg""]","","","","",""
"5309.21.30.65","6","Printcloth (615)","[""m²"",""kg""]","","","","",""
"5309.21.30.70","6","Other (220)","[""m²"",""kg""]","","","","",""
"5309.21.30.90","5","Other (810)","[""m²"",""kg""]","","","","",""
"5309.21.40","4","Other","","Free","","40%","",""
"5309.21.40.10","5","Of a width exceeding 127 cm (810)","[""m²"",""kg""]","","","","",""
"5309.21.40.90","5","Other (810)","[""m²"",""kg""]","","","","",""
"5309.29","2","Other:","","","","","",""
"5309.29.20.00","3","Containing more than 17 percent by weight of wool or fine animal hair (410)","[""m²"",""kg""]","14.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"","3","Other:","","","","","",""
"5309.29.30","4","Containing cotton and man-made fibers","","Free","","78%","",""
"","5","Subject to cotton restraints:","","","","","",""
"5309.29.30.05","6","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5309.29.30.10","6","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5309.29.30.15","6","Printcloth (315)","[""m²"",""kg""]","","","","",""
"5309.29.30.20","6","Other (220)","[""m²"",""kg""]","","","","",""
"","5","Subject to man-made fiber restraints:","","","","","",""
"5309.29.30.55","6","Poplin or broadcloth (614)","[""m²"",""kg""]","","","","",""
"5309.29.30.60","6","Sheeting (613)","[""m²"",""kg""]","","","","",""
"5309.29.30.65","6","Printcloth (615)","[""m²"",""kg""]","","","","",""
"5309.29.30.70","6","Other (220)","[""m²"",""kg""]","","","","",""
"5309.29.30.90","5","Other (810)","[""m²"",""kg""]","","","","",""
"5309.29.40","4","Other","","Free","","40%","",""
"5309.29.40.10","5","Of a width exceeding 127 cm (810)","[""m²"",""kg""]","","","","",""
"5309.29.40.90","5","Other (810)","[""m²"",""kg""]","","","","",""
"5310","0","Woven fabrics of jute or of other textile bast fibers of heading 5303:","","","","","",""
"5310.10.00","1","Unbleached","","Free","","40%","",""
"5310.10.00.20","2","Not over 130 cm in width","[""m²"",""kg""]","","","","",""
"5310.10.00.40","2","Over 130 cm but not over 250 cm in width","[""m²"",""kg""]","","","","",""
"5310.10.00.60","2","Over 250 cm in width","[""m²"",""kg""]","","","","",""
"5310.90.00.00","1","Other","[""m²"",""kg""]","Free","","11.5%","",""
"5311.00","0","Woven fabrics of other vegetable textile fibers; woven fabrics of paper yarn:","","","","","",""
"","1","Of vegetable textile fibers:","","","","","",""
"5311.00.20.00","2","Containing more than 17 percent by weight of wool or fine animal hair (410)","[""m²"",""kg""]","14.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"","2","Other:","","","","","",""
"5311.00.30","3","Containing cotton and man-made fibers","","Free","","78%","",""
"","4","Subject to cotton restraints:","","","","","",""
"5311.00.30.05","5","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5311.00.30.10","5","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5311.00.30.15","5","Printcloth (315)","[""m²"",""kg""]","","","","",""
"5311.00.30.20","5","Other (220)","[""m²"",""kg""]","","","","",""
"","4","Subject to man-made fiber restraints:","","","","","",""
"5311.00.30.55","5","Poplin or broadcloth (614)","[""m²"",""kg""]","","","","",""
"5311.00.30.60","5","Sheeting (613)","[""m²"",""kg""]","","","","",""
"5311.00.30.65","5","Printcloth (615)","[""m²"",""kg""]","","","","",""
"5311.00.30.70","5","Other (220)","[""m²"",""kg""]","","","","",""
"5311.00.30.90","4","Other (810)","[""m²"",""kg""]","","","","",""
"5311.00.40","3","Other","","Free","","40%","",""
"5311.00.40.10","4","Of true hemp fibers (810)","[""m²"",""kg""]","","","","",""
"5311.00.40.20","4","Other (810)","[""m²"",""kg""]","","","","",""
"5311.00.60.00","1","Of paper yarn","[""kg""]","2.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5401","0","Sewing thread of man-made filaments, whether or not put up for retail sale:","","","","","",""
"5401.10.00.00","1","Of synthetic filaments (200)","[""kg""]","11.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"5401.20.00.00","1","Of artificial filaments (200)","[""kg""]","11.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","55%","",""
"5402","0","Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than <il>67 decitex</il>:","","","","","",""
"","1","High tenacity yarn of nylon or other polyamides, whether or not textured:","","","","","",""
"5402.11","2","Of aramids:","","","","","",""
"5402.11.30","3","Single yarn","","8.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","50%","",""
"","4","Not more than 920 decitex:","","","","","",""
"5402.11.30.10","5","Monofilament; multifilament, untwisted or with twist of less than 5 turns per meter","[""kg""]","","","","",""
"5402.11.30.30","5","Multifilament, with twist of 5 turns or more per meter (606)","[""kg""]","","","","",""
"","4","More than 920 decitex:","","","","","",""
"5402.11.30.50","5","Monofilament; multifilament, untwisted or with twist of less than 5 turns per meter","[""kg""]","","","","",""
"5402.11.30.70","5","Multifilament, with twist of 5 turns or more per meter (606)","[""kg""]","","","","",""
"5402.11.60.00","3","Multiple (folded) or cabled (606)","[""kg""]","8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","55%","",""
"5402.19","2","Other:","","","","","",""
"5402.19.30","3","Single yarn","","8.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"","4","Not more than 920 decitex:","","","","","",""
"5402.19.30.10","5","Monofilament; multifilament, untwisted or with twist of less than 5 turns per meter","[""kg""]","","","","",""
"5402.19.30.30","5","Multifilament, with twist of 5 turns or more per meter (606)","[""kg""]","","","","",""
"","4","More than 920 decitex:","","","","","",""
"5402.19.30.50","5","Monofilament; multifilament, untwisted or with twist of less than 5 turns per meter","[""kg""]","","","","",""
"5402.19.30.70","5","Multifilament, with twist of 5 turns or more per meter (606)","[""kg""]","","","","",""
"5402.19.60.00","3","Multiple (folded) or cabled (606)","[""kg""]","8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","55%","",""
"5402.20","1","High tenacity yarn of polyesters, whether or not textured:","","","","","",""
"5402.20.30","2","Single yarn","","8.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"","3","Not more than 920 decitex:","","","","","",""
"5402.20.30.10","4","Monofilament; multifilament, untwisted or with twist of less than 5 turns per meter","[""kg""]","","","","",""
"5402.20.30.30","4","Multifilament, with twist of 5 turns or more per meter (606)","[""kg""]","","","","",""
"","3","More than 920 decitex:","","","","","",""
"5402.20.30.50","4","Monofilament; multifilament, untwisted or with twist of less than 5 turns per meter","[""kg""]","","","","",""
"5402.20.30.70","4","Multifilament, with twist of 5 turns or more per meter (606)","[""kg""]","","","","",""
"5402.20.60.00","2","Multiple (folded) or cabled (606)","[""kg""]","7.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"","1","Textured yarn:","","","","","",""
"5402.31","2","Of nylon or other polyamides, measuring per single yarn not more than 500 decitex:","","","","","",""
"5402.31.30.00","3","Single yarn (600)","[""kg""]","8.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"5402.31.60.00","3","Multiple (folded) or cabled yarn (600)","[""kg""]","8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","55%","",""
"5402.32","2","Of nylon or other polyamides, measuring per single yarn more than 500 decitex:","","","","","",""
"5402.32.30.00","3","Single yarn (600)","[""kg""]","8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"5402.32.60.00","3","Multiple (folded) or cabled yarn (600)","[""kg""]","8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"5402.33","2","Of polyesters:","","","","","",""
"5402.33.30.00","3","Single yarn (600)","[""kg""]","8.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"5402.33.60.00","3","Multiple (folded) or cabled yarn (600)","[""kg""]","8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"5402.34","2","Of polypropylene:","","","","","",""
"5402.34.30.00","3","Single yarn (600)","[""kg""]","8.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"5402.34.60.00","3","Multiple (folded) or cabled yarn (600)","[""kg""]","8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","55%","",""
"5402.39","2","Other:","","","","","",""
"5402.39.31","3","Single yarn","","8.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"5402.39.31.10","4","Of polyethylene (600)","[""kg""]","","","","",""
"5402.39.31.90","4","Other (600)","[""kg""]","","","","",""
"5402.39.61","3","Multiple (folded) or cabled yarn","","8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","55%","",""
"5402.39.61.10","4","Of polyethylene (600)","[""kg""]","","","","",""
"5402.39.61.90","4","Other (600)","[""kg""]","","","","",""
"","1","Other yarn, single, untwisted or with a twist not exceeding 50 turns/m:","","","","","",""
"5402.44.00","2","Elastomeric","","8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"5402.44.00.05","3","Monofilament; multifilament, untwisted or with twist of less than 5 turns per meter","[""kg""]","","","","",""
"5402.44.00.40","3","Other","[""kg""]","","","","",""
"5402.45","2","Other, of nylon or other polyamides:","","","","","",""
"5402.45.10.00","3","Colored multifilament, untwisted or with a twist of less than 5 turns per meter, measuring not less than 22 decitex per filament, certified by the importer to be used in the manufacture of wigs for dolls","[""kg""]","Free","","50%","",""
"5402.45.90","3","Other","","8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"","4","Monofilament; multifilament, untwisted or with twist of less than 5 turns per meter:","","","","","",""
"5402.45.90.10","5","Multifilament, partially oriented","[""kg""]","","","","",""
"5402.45.90.30","5","Other","[""kg""]","","","","",""
"5402.45.90.40","4","Multifilament, with twist of 5 turns or more per meter (606)","[""kg""]","","","","",""
"5402.46.00.00","2","Other, of polyesters, partially oriented","[""kg""]","8.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"5402.47","2","Other, of polyesters:","","","","","",""
"5402.47.10","3","Wholly of polyester, measuring not less than <il>75 decitex</il> but not more than <il>80 decitex</il>, and having 24 filaments per yarn","","8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"5402.47.10.20","4","Untwisted or with twist of less than 5 turns per meter","[""kg""]","","","","",""
"5402.47.10.40","4","With twist of 5 turns or more per meter (606)","[""kg""]","","","","",""
"5402.47.90","3","Other","","8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"5402.47.90.20","4","Monofilament; multifilament, untwisted or with twist of less than 5 turns per meter","[""kg""]","","","","",""
"5402.47.90.40","4","Multifilament, with twist of 5 turns or more per meter (606)","[""kg""]","","","","",""
"5402.48.00","2","Other, of polypropylene","","8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"5402.48.00.10","3","Monofilament; multifilament, untwisted or with twist of less than 5 turns per meter","[""kg""]","","","","",""
"5402.48.00.70","3","Other","[""kg""]","","","","",""
"5402.49","2","Other:","","","","","",""
"5402.49.11.00","3","Colored multifilament, of modacrylic, untwisted or with a twist of less than 5 turns per meter, measuring not less than 22 decitex per filament, certified by the importer to be used in the manufacture of wigs for dolls","[""kg""]","Free","","50%","",""
"5402.49.91","3","Other","","8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"","4","Monofilament; multifilament, untwisted or with twist of less than 5 turns per meter:","","","","","",""
"5402.49.91.15","5","Of polyethylene","[""kg""]","","","","",""
"5402.49.91.40","5","Other","[""kg""]","","","","",""
"","4","Multifilament, with twist of 5 turns or more per meter:","","","","","",""
"5402.49.91.75","5","Of polyethylene (606)","[""kg""]","","","","",""
"5402.49.91.80","5","Other (606)","[""kg""]","","","","",""
"","1","Other yarn, single, with a twist exceeding 50 turns/m:","","","","","",""
"5402.51.00.00","2","Of nylon or other polyamides (606)","[""kg""]","8.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"5402.52","2","Of polyesters:","","","","","",""
"5402.52.10.00","3","Wholly of polyester, measuring not less than <il>75 decitex</il> but not more than <il>80 decitex</il>, and having 24 filaments per yarn (606)","[""kg""]","8.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"5402.52.90.00","3","Other (606)","[""kg""]","8.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"5402.53.00.00","2","Of polypropylene (606)","[""kg""]","8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"5402.59.01.00","2","Other (606)","[""kg""]","8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"","1","Other yarn, multiple (folded) or cabled:","","","","","",""
"5402.61.00.00","2","Of nylon or other polyamides (606)","[""kg""]","7.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","55%","",""
"5402.62.00.00","2","Of polyesters (606)","[""kg""]","7.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"5402.63.00.00","2","Of polypropylene (606)","[""kg""]","7.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","55%","",""
"5402.69.01.00","2","Other (606)","[""kg""]","7.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","55%","",""
"5403","0","Artificial filament yarn (other than sewing thread), not put up for retail sale, including artificial monofilament of less than <il>67 decitex</il>:","","","","","",""
"5403.10","1","High tenacity yarn of viscose rayon:","","","","","",""
"5403.10.30","2","Single yarn","","10%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"5403.10.30.20","3","Monofilament; multifilament, untwisted or with twist of less than 5 turns per meter","[""kg""]","","","","",""
"5403.10.30.40","3","Multifilament, with twist of 5 turns or more per meter (606)","[""kg""]","","","","",""
"5403.10.60.00","2","Multiple (folded) or cabled (606)","[""kg""]","9.1%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","55%","",""
"","1","Other yarn, single:","","","","","",""
"5403.31.00","2","Of viscose rayon, untwisted or with a twist not ex- ceeding 120 turns/m","","10%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"5403.31.00.20","3","Monofilament; multifilament, untwisted or with twist of less than 5 turns per meter","[""kg""]","","","","",""
"5403.31.00.40","3","Multifilament, with twist of 5 turns or more per meter (606)","[""kg""]","","","","",""
"5403.32.00.00","2","Of viscose rayon, with a twist exceeding 120 turns/m (606)","[""kg""]","10%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"5403.33.00","2","Of cellulose acetate","","8.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"5403.33.00.20","3","Monofilament; multifilament, untwisted or with twist of less than 5 turns per meter","[""kg""]","","","","",""
"5403.33.00.40","3","Multifilament, with twist of 5 turns or more per ` meter (606)","[""kg""]","","","","",""
"5403.39","2","Other:","","","","","",""
"5403.39.10.00","3","Textured yarn (600)","[""kg""]","10%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"5403.39.90","3","Other","","8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"5403.39.90.20","4","Monofilament; multifilament, untwisted or with twist of less than 5 turns per meter","[""kg""]","","","","",""
"5403.39.90.40","4","Multifilament, with twist of 5 turns or more per meter (606)","[""kg""]","","","","",""
"","1","Other yarn, multiple (folded) or cabled:","","","","","",""
"5403.41.00.00","2","Of viscose rayon (606)","[""kg""]","9.1%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","55%","",""
"5403.42.00.00","2","Of cellulose acetate (606)","[""kg""]","8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","55%","",""
"5403.49","2","Other:","","","","","",""
"5403.49.10.00","3","Textured yarn (600)","[""kg""]","9.1%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","55%","",""
"5403.49.90.00","3","Other (606)","[""kg""]","7.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","55%","",""
"5404","0","Synthetic monofilament of <il>67 decitex</il> or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw) of synthetic textile materials of an apparent width not exceeding 5 mm:","","","","","",""
"","1","Monofilament:","","","","","",""
"5404.11.00.00","2","Elastomeric","[""kg""]","6.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"5404.12","2","Other, of polypropylene:","","","","","",""
"5404.12.10.00","3","Not over 254 mm in length","[""kg""]","6.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"5404.12.90.00","3","Other","[""kg""]","6.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"5404.19","2","Other:","","","","","",""
"5404.19.10.00","3","Racket strings","[""kg""]","2.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"5404.19.80","3","Other","","6.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"5404.19.80.20","4","Of nylon or other polyamides","[""kg""]","","","","",""
"5404.19.80.40","4","Of polyesters","[""kg""]","","","","",""
"5404.19.80.80","4","Other","[""kg""]","","","","",""
"5404.90.00.00","1","Other","[""kg""]","Free","","45%","",""
"5405.00","0","Artificial monofilament of <il>67 decitex</il> or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw) of artificial textile materials of an apparent width not exceeding 5 mm:","","","","","",""
"5405.00.30.00","1","Monofilament","[""kg""]","6.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","50%","",""
"5405.00.60.00","1","Other","[""kg""]","5.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"5406.00","0","Man-made filament yarn (other than sewing thread), put up for retail sale:","","","","","",""
"5406.00.10","1","Synthetic filament yarn","","7.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"5406.00.10.20","2","Of acrylic (200)","[""kg""]","","","","",""
"5406.00.10.40","2","Of polyesters (200)","[""kg""]","","","","",""
"5406.00.10.90","2","Other (200)","[""kg""]","","","","",""
"5406.00.20.00","1","Artificial filament yarn (200)","[""kg""]","7.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","55%","",""
"5407","0","Woven fabrics of synthetic filament yarn, including woven fabrics obtained from materials of heading 5404:","","","","","",""
"5407.10.00","1","Woven fabrics obtained from high tenacity yarn of nylon or other polyamides or of polyesters","","13.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","81%","",""
"5407.10.00.10","2","Of polyester, weighing not more than 170 g/m² (619)","[""m²"",""kg""]","","","","",""
"5407.10.00.90","2","Other (620)","[""m²"",""kg""]","","","","",""
"5407.20.00.00","1","Woven fabrics obtained from strip or the like (620)","[""m²"",""kg""]","Free","","81%","",""
"5407.30","1","Fabrics specified in note 9 to section XI:","","","","","",""
"5407.30.10.00","2","Over 60 percent by weight of plastics","[""m²"",""kg""]","Free","","40%","",""
"5407.30.90.00","2","Other (620)","[""m²"",""kg""]","8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","83.5%","",""
"","1","Other woven fabrics, containing 85 percent or more by weight of filaments of nylon or other polyamides:","","","","","",""
"5407.41.00","2","Unbleached or bleached","","13.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","81%","",""
"","3","Suitable for making typewriter and machine ribbon, containing yarns the average decitex of which exceeds 28 but not 83, the total thread count (treating multiple (folded) or cabled yarns as single threads), of which per centimeter is not less than 59 warp and 39 filling and not more than 83 warp and 55 filling and in which the thread count of the warp does not exceed 60 percent of the total thread count of the warp and filling:","","","","","",""
"5407.41.00.10","4","With both selvages woven (621)","[""m²"",""<u>kg<\/u>""]","","","","",""
"5407.41.00.20","4","Other (621)","[""m²"",""<u>kg<\/u>""]","","","","",""
"","3","Other:","","","","","",""
"5407.41.00.30","4","Weighing not more than 170 g/m² (620)","[""m²"",""kg""]","","","","",""
"5407.41.00.60","4","Weighing more than 170 g/m² (620)","[""m²"",""kg""]","","","","",""
"5407.42.00","2","Dyed","","14.9%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","81%","",""
"5407.42.00.30","3","Weighing not more than 170 g/m² (620)","[""m²"",""kg""]","","","","",""
"5407.42.00.60","3","Weighing more than 170 g/m² (620)","[""m²"",""kg""]","","","","",""
"5407.43","2","Of yarns of different colors:","","","","","",""
"5407.43.10.00","3","The thread count of which per cm (treating multiple (folded) or cabled yarns as single threads) is over 69 but not over 142 in the warp and over 31 but not over 71 in the filling (620)","[""m²"",""kg""]","12.2¢/kg + 11.3%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","24.3¢/kg + 81%","",""
"5407.43.20","3","Other","","8.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","81%","",""
"5407.43.20.30","4","Weighing not more than 170 g/m² (620)","[""m²"",""kg""]","","","","",""
"5407.43.20.60","4","Weighing more than 170 g/m² (620)","[""m²"",""kg""]","","","","",""
"5407.44.00","2","Printed","","12%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","81%","",""
"5407.44.00.30","3","Weighing not more than 170 g/m² (620)","[""m²"",""kg""]","","","","",""
"5407.44.00.60","3","Weighing more than 170 g/m² (620)","[""m²"",""kg""]","","","","",""
"","1","Other woven fabrics, containing 85 percent or more by weight of textured polyester filaments:","","","","","",""
"5407.51.00","2","Unbleached or bleached","","14.9%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","81%","",""
"","3","Weighing not more than 170 g/m²:","","","","","",""
"5407.51.00.20","4","Flat fabrics (619)","[""m²"",""kg""]","","","","",""
"5407.51.00.40","4","Other (619)","[""m²"",""kg""]","","","","",""
"5407.51.00.60","3","Weighing more than 170 g/m² (620)","[""m²"",""kg""]","","","","",""
"5407.52","2","Dyed:","","","","","",""
"5407.52.05.00","3","Measuring less than 77 cm in width or less than 77 cm between selvages, the thread count of which per cm (treating multiple (folded) or cabled yarns as single threads) is over 69 but not over 142 in the warp and over 31 but not over 71 in the filling (619)","[""m²"",""kg""]","18.9¢/kg + 17.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","24.3¢/kg + 81%","",""
"5407.52.20","3","Other","","14.9%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","81%","",""
"","4","Weighing not more than 170 g/m²:","","","","","",""
"5407.52.20.20","5","Flat fabrics (619)","[""m²"",""kg""]","","","","",""
"5407.52.20.40","5","Other (619)","[""m²"",""kg""]","","","","",""
"5407.52.20.60","4","Weighing more than 170 g/m² (620)","[""m²"",""kg""]","","","","",""
"5407.53","2","Of yarns of different colors:","","","","","",""
"5407.53.10.00","3","The thread count of which per cm (treating multiple (folded) or cabled yarns as single threads) is over 69 but not over 142 in the warp and over 31 but not over 71 in the filling (619)","[""m²"",""kg""]","18.8¢/kg + 17.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","24.3¢/kg + 81%","",""
"5407.53.20","3","Other","","12%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","81%","",""
"","4","Weighing not more than 170 g/m²:","","","","","",""
"5407.53.20.20","5","Flat fabrics (619)","[""m²"",""kg""]","","","","",""
"5407.53.20.40","5","Other (619)","[""m²"",""kg""]","","","","",""
"5407.53.20.60","4","Weighing more than 170 g/m² (620)","[""m²"",""kg""]","","","","",""
"5407.54.00","2","Printed","","14.9%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","81%","",""
"","3","Weighing not more than 170 g/m²:","","","","","",""
"5407.54.00.20","4","Flat fabrics (619)","[""m²"",""kg""]","","","","",""
"5407.54.00.40","4","Other (619)","[""m²"",""kg""]","","","","",""
"5407.54.00.60","3","Weighing more than 170 g/m² (620)","[""m²"",""kg""]","","","","",""
"","1","Other woven fabrics, containing 85 percent or more by weight of polyester filaments:","","","","","",""
"5407.61","2","Containing 85 percent or more by weight of non textured polyester filaments:","","","","","",""
"","3","Dyed, measuring less than 77 cm in width or less than 77 cm between selvages, the thread count of which per cm (treating multiple (folded) or cabled yarns as single threads) is over 69 but not over 142 in the warp and over 31 but not over 71 in the filling:","","","","","",""
