HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"5201.00.28.00","3","Other","[""kg""]","31.4¢/kg","Free (A+,AU,BH,CL,CO,JO,KR,MA,OM,P,PE,S,SG) 3.1¢/kg (PA)","36.9¢/kg","",""
"","2","Other:","","","","","",""
"5201.00.34.00","3","Described in additional U.S. note 7 to this chapter and entered pursuant to its provisions","[""kg""]","4.4¢/kg","Free (A+,BH,CL,CO,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg","",""
"5201.00.38.00","3","Other","[""kg""]","31.4¢/kg","Free (A+,AU,BH,CL,CO,JO,KR,MA,OM,P,PE,S,SG) 3.1¢/kg (PA)","36.9¢/kg","",""
"","1","Having a staple length of 34.925 mm (1-3/8 inches) or more:","","","","","",""
"5201.00.55.00","2","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","1.5¢/kg","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","15.4¢/kg","",""
"5201.00.60.00","2","Described in additional U.S. note 8 to this chapter and entered pursuant to its provisions","[""kg""]","1.5¢/kg","Free (BH,CL,CO,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg","",""
"5201.00.80.00","2","Other","[""kg""]","31.4¢/kg","Free (AU,BH,CL,CO,JO,KR,MA,OM,P,PE,S,SG) 3.1¢/kg (PA)","36.9¢/kg","",""
"5202","0","Cotton waste (including yarn waste and garnetted stock):","","","","","",""
"5202.10.00.00","1","Yarn waste (including thread waste)","[""kg""]","Free","","Free","",""
"","1","Other:","","","","","",""
"5202.91.00.00","2","Garnetted stock","[""kg""]","4.3%","Free (A+,AU,BH,CL,CO,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","5%","",""
"5202.99","2","Other:","","","","","",""
"","3","Card strips made from cotton having a staple length under 30.1625 mm (1-3/16 inches) and lap waste, sliver waste and roving waste:","","","","","",""
"5202.99.05.00","4","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","Free","","Free","",""
"5202.99.10.00","4","Described in additional U.S. note 9 to this chapter and entered pursuant to its provisions","[""kg""]","Free","","Free","",""
"5202.99.30.00","4","Other","[""kg""]","7.8¢/kg","Free (A+,AU,BH,CL,CO,JO,KR,MA,OM,P,PE,S,SG) 0.7¢/kg (PA)","9.2¢/kg","",""
"5202.99.50.00","3","Other","[""kg""]","Free","","Free","",""
"5203.00","0","Cotton, carded or combed:","","","","","",""
"","1","Fibers of cotton processed but not spun:","","","","","",""
"5203.00.05.00","2","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","5%","Free (A+,AU,BH,CL,CO,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","5%","",""
"5203.00.10.00","2","Described in additional U.S. note 10 to this chapter and entered pursuant to its provisions","[""kg""]","5%","Free (A+,BH,CL,CO,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","5%","",""
"5203.00.30.00","2","Other","[""kg""]","31.4¢/kg","Free (A+,AU,BH,CL,CO,JO,KR,MA,OM,P,PE,S,SG) 3.1¢/kg (PA)","36.9¢/kg","",""
"5203.00.50.00","1","Other","[""kg""]","4.3%","Free (A+,AU,BH,CL,CO,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","5%","",""
"5204","0","Cotton sewing thread, whether or not put up for retail sale:","","","","","",""
"","1","Not put up for retail sale:","","","","","",""
"5204.11.00.00","2","Containing 85 percent or more by weight of cotton (200)","[""kg""]","4.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","25.5%","",""
"5204.19.00.00","2","Other (200)","[""kg""]","4.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","25.5%","",""
"5204.20.00.00","1","Put up for retail sale (200)","[""kg""]","4.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","25.5%","",""
"5205","0","Cotton yarn (other than sewing thread), containing 85 percent or more by weight of cotton, not put up for retail sale:","","","","","",""
"","1","Single yarn, of uncombed fibers:","","","","","",""
"5205.11","2","Not exceeding 14 nm:","","","","","",""
"5205.11.10.00","3","Unbleached, not mercerized (300)","[""kg""]","3.7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","6.9%","",""
"5205.11.20.00","3","Other (300)","[""kg""]","5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","11.9%","",""
"5205.12","2","Exceeding 14 nm but not exceeding 43 nm:","","","","","",""
"5205.12.10.00","3","Unbleached, not mercerized (300)","[""kg""]","5.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","10.3%","",""
"5205.12.20.00","3","Other (300)","[""kg""]","6.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","15.3%","",""
"5205.13","2","Exceeding 43 nm but not exceeding 52 nm:","","","","","",""
"5205.13.10.00","3","Unbleached, not mercerized (300)","[""kg""]","6.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","13.9%","",""
"5205.13.20.00","3","Other (300)","[""kg""]","7.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","18.9%","",""
"5205.14","2","Exceeding 52 nm but not exceeding 80 nm:","","","","","",""
"5205.14.10.00","3","Unbleached, not mercerized (300)","[""kg""]","7.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","17.3%","",""
"5205.14.20.00","3","Other (300)","[""kg""]","8.7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","22.3%","",""
"5205.15","2","Exceeding 80 nm:","","","","","",""
"5205.15.10.00","3","Unbleached, not mercerized (300)","[""kg""]","9.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","29.1%","",""
"5205.15.20.00","3","Other (300)","[""kg""]","12%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","34.1%","",""
"","1","Single yarn, of combed fibers:","","","","","",""
"5205.21.00","2","Not exceeding 14 nm","","5.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11.9%","",""
"5205.21.00.20","3","Ring spun (301)","[""kg""]","","","","",""
"5205.21.00.90","3","Other (301)","[""kg""]","","","","",""
"5205.22.00","2","Exceeding 14 nm but not exceeding 43 nm","","7.3%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.3%","",""
"5205.22.00.20","3","Ring spun (301)","[""kg""]","","","","",""
"5205.22.00.90","3","Other (301)","[""kg""]","","","","",""
"5205.23.00","2","Exceeding 43 nm but not exceeding 52 nm","","8.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","18.9%","",""
"5205.23.00.20","3","Ring spun (301)","[""kg""]","","","","",""
"5205.23.00.90","3","Other (301)","[""kg""]","","","","",""
"5205.24.00","2","Exceeding 52 nm but not exceeding 80 nm","","9.9%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","22.3%","",""
"5205.24.00.20","3","Ring spun (301)","[""kg""]","","","","",""
"5205.24.00.90","3","Other (301)","[""kg""]","","","","",""
"5205.26.00","2","Measuring less than 125 decitex but not less than 106.38 decitex (exceeding 80 metric number but not exceeding 94 metric number)","","12%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","34.1%","",""
"5205.26.00.20","3","Ring spun (301)","[""kg""]","","","","",""
"5205.26.00.90","3","Other (301)","[""kg""]","","","","",""
"5205.27.00","2","Measuring less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number)","","12%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","34.1%","",""
"5205.27.00.20","3","Ring spun (301)","[""kg""]","","","","",""
"5205.27.00.90","3","Other (301)","[""kg""]","","","","",""
"5205.28.00","2","Measuring less than 83.33 decitex (exceeding 120 metric number)","","12%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","34.1%","",""
"5205.28.00.20","3","Ring spun (301)","[""kg""]","","","","",""
"5205.28.00.90","3","Other (301)","[""kg""]","","","","",""
"","1","Multiple (folded) or cabled yarn, of uncombed fibers:","","","","","",""
"5205.31.00.00","2","Not exceeding 14 nm per single yarn (300)","[""kg""]","5.8%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","11.9%","",""
"5205.32.00.00","2","Exceeding 14 nm but not exceeding 43 nm per single yarn (300)","[""kg""]","7.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","15.3%","",""
"5205.33.00.00","2","Exceeding 43 nm but not exceeding 52 nm per single yarn (300)","[""kg""]","8.6%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","18.9%","",""
"5205.34.00.00","2","Exceeding 52 nm but not exceeding 80 nm per single yarn (300)","[""kg""]","9.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","22.3%","",""
"5205.35.00.00","2","Exceeding 80 nm per single yarn (300)","[""kg""]","12%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","34.1%","",""
"","1","Multiple (folded) or cabled yarn, of combed fibers:","","","","","",""
"5205.41.00","2","Not exceeding 14 nm per single yarn","","5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11.9%","",""
"5205.41.00.20","3","Ring spun (301)","[""kg""]","","","","",""
"5205.41.00.90","3","Other (301)","[""kg""]","","","","",""
"5205.42.00","2","Exceeding 14 nm but not exceeding 43 nm per single yarn","","6.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.3%","",""
"","3","Ring spun:","","","","","",""
"5205.42.00.21","4","Compact, exceeding 41 nm (301)","[""kg""]","","","","",""
"5205.42.00.29","4","Other (301)","[""kg""]","","","","",""
"5205.42.00.90","3","Other (301)","[""kg""]","","","","",""
"5205.43.00","2","Exceeding 43 nm but not exceeding 52 nm per single yarn","","8.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","18.9%","",""
"","3","Ring spun:","","","","","",""
"5205.43.00.21","4","Compact (301)","[""kg""]","","","","",""
"5205.43.00.29","4","Other (301)","[""kg""]","","","","",""
"5205.43.00.90","3","Other (301)","[""kg""]","","","","",""
"5205.44.00","2","Exceeding 52 nm but not exceeding <il>80 nm</il> per single yarn","","9.9%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","22.3%","",""
"","3","Ring spun:","","","","","",""
"5205.44.00.21","4","Compact (301)","[""kg""]","","","","",""
"5205.44.00.29","4","Other (301)","[""kg""]","","","","",""
"5205.44.00.90","3","Other (301)","[""kg""]","","","","",""
"","1","Multiple (folded) or cabled yarn, of combed fibers (con.):","","","","","",""
"5205.46.00","2","Measuring per single yarn less than 125 decitex but not less than 106.38 decitex (exceeding 80 metric number but not exceeding 94 metric number)","","12%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","34.1%","",""
"","3","Ring spun:","","","","","",""
"5205.46.00.21","4","Compact (301)","[""kg""]","","","","",""
"5205.46.00.29","4","Other (301)","[""kg""]","","","","",""
"5205.46.00.90","3","Other (301)","[""kg""]","","","","",""
"5205.47.00","2","Measuring per single yarn less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number)","","12%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","34.1%","",""
"","3","Ring spun:","","","","","",""
"5205.47.00.21","4","Compact, not exceeding 102 nm (301)","[""kg""]","","","","",""
"5205.47.00.29","4","Other (301)","[""kg""]","","","","",""
"5205.47.00.90","3","Other (301)","[""kg""]","","","","",""
"5205.48.00","2","Measuring per single yarn less than 83.33 decitex (exceeding 120 metric number)","","12%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","34.1%","",""
"5205.48.00.20","3","Ring spun (301)","[""kg""]","","","","",""
"5205.48.00.90","3","Other (301)","[""kg""]","","","","",""
"5206","0","Cotton yarn (other than sewing thread), containing less than 85 percent by weight of cotton, not put up for retail sale:","","","","","",""
"","1","Single yarn, of uncombed fibers:","","","","","",""
"5206.11.00.00","2","Not exceeding 14 nm (300)","[""kg""]","9.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","40%","",""
"5206.12.00.00","2","Exceeding 14 nm but not exceeding 43 nm (300)","[""kg""]","9.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","40%","",""
"5206.13.00.00","2","Exceeding 43 nm but not exceeding 52 nm (300)","[""kg""]","9.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","40%","",""
"5206.14.00.00","2","Exceeding 52 nm but not exceeding 80 nm (300)","[""kg""]","9.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","40%","",""
"5206.15.00.00","2","Exceeding 80 nm (300)","[""kg""]","9.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","40%","",""
"","1","Single yarn, of combed fibers:","","","","","",""
"5206.21.00.00","2","Not exceeding 14 nm (301)","[""kg""]","9.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5206.22.00.00","2","Exceeding 14 nm but not exceeding 43 nm (301)","[""kg""]","9.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5206.23.00.00","2","Exceeding 43 nm but not exceeding 52 nm (301)","[""kg""]","9.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5206.24.00.00","2","Exceeding 52 nm but not exceeding 80 nm (301)","[""kg""]","9.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5206.25.00.00","2","Exceeding 80 nm (301)","[""kg""]","9.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"","1","Multiple (folded) or cabled yarn, of uncombed fibers:","","","","","",""
"5206.31.00.00","2","Not exceeding 14 nm per single yarn (300)","[""kg""]","9.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","40%","",""
"5206.32.00.00","2","Exceeding 14 nm but not exceeding 43 nm per single yarn (300)","[""kg""]","9.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","40%","",""
"5206.33.00.00","2","Exceeding 43 nm but not exceeding 52 nm per single yarn (300)","[""kg""]","9.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","40%","",""
"5206.34.00.00","2","Exceeding 52 nm but not exceeding 80 nm per single yarn (300)","[""kg""]","9.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","40%","",""
"5206.35.00.00","2","Exceeding 80 nm per single yarn (300)","[""kg""]","9.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","40%","",""
"","1","Multiple (folded) or cabled yarn, of combed fibers:","","","","","",""
"5206.41.00.00","2","Not exceeding 14 nm per single yarn (301)","[""kg""]","9.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5206.42.00.00","2","Exceeding 14 nm but not exceeding 43 nm per single yarn (301)","[""kg""]","9.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5206.43.00.00","2","Exceeding 43 nm but not exceeding 52 nm per single yarn (301)","[""kg""]","9.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5206.44.00.00","2","Exceeding 52 nm but not exceeding 80 nm per single yarn (301)","[""kg""]","9.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5206.45.00.00","2","Exceeding 80 nm per single yarn (301)","[""kg""]","9.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5207","0","Cotton yarn (other than sewing thread) put up for retail sale:","","","","","",""
"5207.10.00.00","1","Containing 85 percent or more by weight of cotton (200)","[""kg""]","Free","","25.5%","",""
"5207.90.00.00","1","Other (200)","[""kg""]","5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","25.5%","",""
"5208","0","Woven fabrics of cotton, containing 85 percent or more by weight of cotton, weighing not more than 200 g/m²:","","","","","",""
"","1","Unbleached:","","","","","",""
"5208.11","2","Plain weave, weighing not more than 100 g/m²:","","","","","",""
"5208.11.20","3","Of number 42 or lower number","","7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","16.9%","",""
"5208.11.20.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.11.20.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5208.11.20.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5208.11.40","3","Of numbers 43 to 68","","9%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","21.7%","",""
"5208.11.40.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.11.40.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5208.11.40.60","4","Printcloth (315)","[""m²"",""kg""]","","","","",""
"5208.11.40.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"","3","Of number 69 or higher number:","","","","","",""
"5208.11.60.00","4","Suitable for making typewriter ribbon, containing yarns the average number of which exceeds 85 but not 237, the total thread count (treating multiple (folded) or cabled yarns as single threads) per square centimeter is not less than 94 and not more than 134, and in which the thread count of either the warp or filling does not exceed 60 percent of the total thread count of the warp and filling (220)","[""m²"",""kg""]","Free","","22¢/kg + 41.5%","",""
"5208.11.80","4","Other","","10.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","32.5%","",""
"5208.11.80.20","5","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.11.80.90","5","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5208.12","2","Plain weave, weighing more than 100 g/m²:","","","","","",""
"5208.12.40","3","Of number 42 or lower number","","7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","16.9%","",""
"5208.12.40.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.12.40.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5208.12.40.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5208.12.60","3","Of numbers 43 to 68","","9%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","21.7%","",""
"5208.12.60.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.12.60.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5208.12.60.60","4","Printcloth (315)","[""m²"",""kg""]","","","","",""
"5208.12.60.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5208.12.80","3","Of number 69 or higher number","","10.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","32.5%","",""
"5208.12.80.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.12.80.90","4","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5208.13.00.00","2","3-thread or 4-thread twill, including cross twill (317)","[""m²"",""kg""]","7.9%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","18.7%","",""
"5208.19","2","Other fabrics:","","","","","",""
"5208.19.20","3","Satin weave or twill weave","","7.9%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","18.7%","",""
"5208.19.20.20","4","Sateens (326)","[""m²"",""kg""]","","","","",""
"5208.19.20.90","4","Other (317)","[""m²"",""kg""]","","","","",""
"","3","Other:","","","","","",""
"5208.19.40","4","Of number 42 or lower number","","7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM, P,PA,PE,S,SG)","16.9%","",""
"5208.19.40.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5208.19.40.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5208.19.60","4","Of numbers 43 to 68","","9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","21.7%","",""
"5208.19.60.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5208.19.60.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5208.19.80","4","Of number 69 or higher number","","10.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","32.5%","",""
"5208.19.80.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5208.19.80.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"","1","Bleached:","","","","","",""
"5208.21","2","Plain weave, weighing not more than <il>100 g/m²:</il>","","","","","",""
"5208.21.20","3","Of number 42 or lower number","","8.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","19.9%","",""
"5208.21.20.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.21.20.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5208.21.20.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5208.21.40","3","Of numbers 43 to 68","","10.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","24.7%","",""
"5208.21.40.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.21.40.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5208.21.40.60","4","Printcloth (315)","[""m²"",""kg""]","","","","",""
"5208.21.40.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5208.21.60","3","Of number 69 or higher number","","11.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35.5%","",""
"5208.21.60.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.21.60.90","4","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5208.22","2","Plain weave, weighing more than 100 g/m²:","","","","","",""
"5208.22.40","3","Of number 42 or lower number","","8.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","19.9%","",""
"5208.22.40.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.22.40.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5208.22.40.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5208.22.60","3","Of numbers 43 to 68","","8.7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","24.7%","",""
